id,level_0,level_1,level_2,level_3,level_4,level_5,segment_name
50000047,Aidata,Travel,Location (city/state/country),-,-,-,Asia
40010356,Aidata,Travel,Travel services,-,-,-,First class travelers
90106051,Aidata,Travel,Travel services,-,-,-,Interested in a beach holiday
40014995,Aidata,Travel,Travel services,-,-,-,Ski tours
30040003,Aidata,Travel,Travel services,-,-,-,Vacation packages
30040004,Aidata,Travel,Travel services,-,-,-,Cruises
40010277,Aidata,Travel,Travel services,-,-,-,Camping
30040001,Aidata,Travel,Travel services,-,-,-,Accommodations
90106050,Aidata,Travel,Travel services,-,-,-,Taxi clients
30040007,Aidata,Travel,Travel services,-,-,-,Business travelers
30040006,Aidata,Travel,Travel services,-,-,-,Flights
30040005,Aidata,Travel,Travel services,-,-,-,Car rentals
90106053,Aidata,Travel,Travel services,-,-,-,Visas and passports
90106052,Aidata,Travel,Travel services,-,-,-,Studying tourist guides
40010117,Aidata,Home and garden,Home improvement,-,-,-,"Ac, heating and ventilation"
90107017,Aidata,Home and garden,Home improvement,-,-,-,Interested in bathroom reparation
40010266,Aidata,Home and garden,Home improvement,-,-,-,Household and cleaning
40010065,Aidata,Home and garden,Home improvement,-,-,-,Kitchen equipment
90107012,Aidata,Home and garden,Home improvement,-,-,-,Furniture and interior
40010267,Aidata,Home and garden,Home improvement,-,-,-,Painting and papering
90107008,Aidata,Home and garden,Home improvement,-,-,-,Appliances
40010268,Aidata,Home and garden,Home improvement,-,-,-,Plumbing
40010404,Aidata,Home and garden,Home improvement,-,-,-,Home improvement: windows
40010099,Aidata,Home and garden,Home improvement,-,-,-,Interior design
40015213,Aidata,Home and garden,Home improvement,-,-,-,Bedroom arrangement
40010269,Aidata,Home and garden,Home improvement,-,-,-,Electrical and lighting
40010270,Aidata,Home and garden,Home improvement,-,-,-,Exterior home improvement
90107018,Aidata,Home and garden,Home improvement,-,-,-,Architects and customers
40015601,Aidata,Home and garden,Home improvement,-,-,-,Construction Materials
90107022,Aidata,Home and garden,Gardening and patio,-,-,-,Interested in the construction of a private house
90107023,Aidata,Home and garden,Gardening and patio,-,-,-,Interested in building services
90107021,Aidata,Home and garden,Gardening and patio,-,-,-,Plants
40010106,Aidata,Home and garden,Gardening and patio,-,-,-,Farmers & gardeners equipment
90116021,Aidata,"Arts, culture & literature",Design,-,-,-,Desktop wallpaper design
90116022,Aidata,"Arts, culture & literature",Design,-,-,-,Skin design
90116020,Aidata,"Arts, culture & literature",Design,-,-,-,Web design
90116023,Aidata,"Arts, culture & literature",Design,-,-,-,Interior design
90116019,Aidata,"Arts, culture & literature",Design,-,-,-,Graphic design
90116018,Aidata,"Arts, culture & literature",Design,-,-,-,Industrial design
40010003,Aidata,"Arts, culture & literature",Literature,-,-,-,Books
90116009,Aidata,"Arts, culture & literature",Literature,-,-,-,Comic strips
90116007,Aidata,"Arts, culture & literature",Literature,-,-,-,Newspaper
90116008,Aidata,"Arts, culture & literature",Literature,-,-,-,Magazines
40010067,Aidata,Finance,Other finance services,-,-,-,Customs brokers
90000006,Aidata,Finance,Other finance services,-,-,-,Forex
40010877,Aidata,Finance,Personal finance services,-,-,-,Loans
40010238,Aidata,Finance,Personal finance services,-,-,-,Banking
40010417,Aidata,Finance,Personal finance services,-,-,-,Retire planing
40010066,Aidata,Finance,Personal finance services,-,-,-,Invest services
40010242,Aidata,Finance,Personal finance services,-,-,-,Insurance
85000163,Aidata,Lifestyle,Household income inferred,-,-,-,Income 40-60 inferred
85000159,Aidata,Lifestyle,Household income inferred,-,-,-,Income 80-120 inferred
85000160,Aidata,Lifestyle,Household income inferred,-,-,-,Income higher 120 inferred
85000165,Aidata,Lifestyle,Household income inferred,-,-,-,Income 0-20 inferred
85000164,Aidata,Lifestyle,Household income inferred,-,-,-,Income 20-40 inferred
85000158,Aidata,Lifestyle,Household income inferred,-,-,-,Income 60-80 inferred
40010062,Aidata,Lifestyle,Political junkies,-,-,-,Alternative political media
40010061,Aidata,Lifestyle,Political junkies,-,-,-,Opposition
89000015,Aidata,Lifestyle,Household income,-,-,-,Income higher 120
89000014,Aidata,Lifestyle,Household income,-,-,-,Income 80-120
89000010,Aidata,Lifestyle,Household income,-,-,-,Income 0-20
89000011,Aidata,Lifestyle,Household income,-,-,-,Income 20-40
89000012,Aidata,Lifestyle,Household income,-,-,-,Income 40-60
89000013,Aidata,Lifestyle,Household income,-,-,-,Income 60-80
50000072,Aidata,Real estate,Service type,-,-,-,Other services
50000071,Aidata,Real estate,Service type,-,-,-,For sale
50000070,Aidata,Real estate,Service type,-,-,-,For rent
50000074,Aidata,Real estate,Price type,-,-,-,Economy-type budget
50000075,Aidata,Real estate,Price type,-,-,-,Medium budget
50000076,Aidata,Real estate,Price type,-,-,-,Elite estate
50000058,Aidata,Real estate,Estate type,-,-,-,Urban estate
50000064,Aidata,Real estate,Estate type,-,-,-,Country estate
50000068,Aidata,Real estate,Estate type,-,-,-,Estate abroad
50000067,Aidata,Real estate,Estate type,-,-,-,Business (commercial) estate
90104030,Aidata,Business,Other business info,-,-,-,Studying business directories
90104034,Aidata,Business,Other business info,-,-,-,Interested in market information
90104029,Aidata,Business,Other business info,-,-,-,"Interested GOSTs, SNIPs, regulations"
90104032,Aidata,Business,Other business info,-,-,-,Interested in economics and business
90104031,Aidata,Business,Other business info,-,-,-,Interested in economic news
90104020,Aidata,Business,Goods and services for business,-,-,-,Business equipment
30020003,Aidata,Business,Goods and services for business,-,-,-,Business services
90104021,Aidata,Business,Goods and services for business,-,-,-,Interested in energy
90104033,Aidata,Business,Goods and services for business,-,-,-,Ready business
30030004,Aidata,Business,Goods and services for business,-,-,-,Business and office supply
90104017,Aidata,Business,Business types,-,-,-,Interested in agriculture
30020011,Aidata,Business,Business types,-,-,-,Manufacturing business
90104014,Aidata,Business,Business types,-,-,-,Legal business
90104007,Aidata,Business,Business types,-,-,-,Advertising & marketing business
20010008,Aidata,Business,Business types,-,-,-,Small business owners
90112011,Aidata,Hobbies,Pets,-,-,-,Vet service
90112007,Aidata,Hobbies,Pets,-,-,-,Reptiles
40010237,Aidata,Hobbies,Pets,-,-,-,Dogs
90112005,Aidata,Hobbies,Pets,-,-,-,Fish
90112008,Aidata,Hobbies,Pets,-,-,-,Owners of exotic animals
30030016,Aidata,Hobbies,Pets,-,-,-,Pets goods
90112006,Aidata,Hobbies,Pets,-,-,-,Birds
30020013,Aidata,Hobbies,Pets,-,-,-,Pets services
40010236,Aidata,Hobbies,Pets,-,-,-,Cats
40014339,Aidata,Hobbies,Pets,-,-,-,Pets owners
90112012,Aidata,Hobbies,Pets,-,-,-,Breeders
30030014,Aidata,Hobbies,Musicians,-,-,-,Musical instruments
90112020,Aidata,Hobbies,Musicians,-,-,-,Composers
90112016,Aidata,Hobbies,Handcraft,-,-,-,Woodworking
90112015,Aidata,Hobbies,Handcraft,-,-,-,Do it yourself
90112017,Aidata,Hobbies,Handcraft,-,-,-,Modeling
40010265,Aidata,Hobbies,Handcraft,-,-,-,Needlework
90112027,Aidata,Hobbies,Collecting,-,-,-,Knives collectors
90112028,Aidata,Hobbies,Collecting,-,-,-,Numismatists
50000034,Aidata,Health,Pharmacology,-,-,-,Preparations for potency increasing
40014788,Aidata,Health,Pharmacology,-,-,-,Probiotics
50000025,Aidata,Health,Pharmacology,-,-,-,Cough and cold
50000028,Aidata,Health,Pharmacology,-,-,-,Means blood influencing structure and its fractions
50000016,Aidata,Health,Pharmacology,-,-,-,All-tonics and adaptogens
50000005,Aidata,Health,Pharmacology,-,-,-,Vitamins
50000018,Aidata,Health,Pharmacology,-,-,-,Preparations for treatment of eyes
50000029,Aidata,Health,Pharmacology,-,-,-,The stomatologic
50000014,Aidata,Health,Pharmacology,-,-,-,Narcotic and anesthetics
50000030,Aidata,Health,Pharmacology,-,-,-,The urological
50000037,Aidata,Health,Pharmacology,-,-,-,Products for mother and child
50000022,Aidata,Health,Pharmacology,-,-,-,The antifungal
50000003,Aidata,Health,Pharmacology,-,-,-,Bronchial asthma
50000015,Aidata,Health,Pharmacology,-,-,-,"Anesthetizing, anti-spasm and anti-inflammatory"
50000023,Aidata,Health,Pharmacology,-,-,-,The antineoplastic
50000019,Aidata,Health,Pharmacology,-,-,-,Preparations for treatment of the musculoskeletal device
50000041,Aidata,Health,Pharmacology,-,-,-,Aromatherapy
50000042,Aidata,Health,Pharmacology,-,-,-,Optician
50000038,Aidata,Health,Pharmacology,-,-,-,"Medical equipment and devices, products of medical appointment"
50000017,Aidata,Health,Pharmacology,-,-,-,Preparations for treatment of venous insufficiency
50000001,Aidata,Health,Pharmacology,-,-,-,Alcoholic and nicotinic dependence
50000026,Aidata,Health,Pharmacology,-,-,-,The psychoneurological
50000024,Aidata,Health,Pharmacology,-,-,-,The antiparasitic
50000032,Aidata,Health,Pharmacology,-,-,-,The endocrinological
50000006,Aidata,Health,Pharmacology,-,-,-,The gynecologic
50000036,Aidata,Health,Pharmacology,-,-,-,The external treatment-and-prophylactic
50000008,Aidata,Health,Pharmacology,-,-,-,The hormonal
50000033,Aidata,Health,Pharmacology,-,-,-,Preparations for the treatment of hemorrhoids
50000010,Aidata,Health,Pharmacology,-,-,-,"Detoxifying means, including anti-pillboxes"
50000009,Aidata,Health,Pharmacology,-,-,-,The dermatological
50000021,Aidata,Health,Pharmacology,-,-,-,Antiviral and immunomodulators
50000013,Aidata,Health,Pharmacology,-,-,-,Proofreaders of a metabolism
50000007,Aidata,Health,Pharmacology,-,-,-,The homeopathic
50000011,Aidata,Health,Pharmacology,-,-,-,Diagnostic means and excipients
50000027,Aidata,Health,Pharmacology,-,-,-,The cardiovascular
50000031,Aidata,Health,Pharmacology,-,-,-,Phytopreparations
50000043,Aidata,Health,Pharmacology,-,-,-,Bio active additives
50000004,Aidata,Health,Pharmacology,-,-,-,"Vaccines, serums, phage"
50000012,Aidata,Health,Pharmacology,-,-,-,Gastroenteric
50000002,Aidata,Health,Pharmacology,-,-,-,"Antibacterial (including antibiotics), antimicrobic preparations"
50000035,Aidata,Health,Pharmacology,-,-,-,Preparations for treatment of ears
50000039,Aidata,Health,Pharmacology,-,-,-,"Cosmetics, care and hygiene"
50000020,Aidata,Health,Pharmacology,-,-,-,The antiallergic
50000044,Aidata,Health,Pharmacology,-,-,-,Drugs for treating respiratory diseases
90102019,Aidata,Health,Health medicine services,-,-,-,Interested in dentistry
40010610,Aidata,Health,Health medicine services,-,-,-,Plastic surgery
40014403,Aidata,Health,Health medicine services,-,-,-,Optics and accessories
40014648,Aidata,Health,Health medicine services,-,-,-,Vision diagnostics
90000057,Aidata,Health,Health topics,-,-,-,Dental products and services
40014529,Aidata,Health,Health topics,-,-,-,Epigastric burning
40015024,Aidata,Health,Health topics,-,-,-,Liver treatment
40010419,Aidata,Health,Health topics,-,-,-,Oncology
40014911,Aidata,Health,Health topics,-,-,-,Nursing
40014519,Aidata,Health,Health topics,-,-,-,Children's health
40010042,Aidata,Health,Health topics,-,-,-,Impotence
40010070,Aidata,Health,Health topics,-,-,-,Lip health care
40015382,Aidata,Health,Health topics,-,-,-,Сhronic fatigue syndrome
40010017,Aidata,Health,Health topics,-,-,-,Proctology
90102018,Aidata,Health,Health topics,-,-,-,Skin care health
40010648,Aidata,Health,Health topics,-,-,-,Dandruff problems
40010100,Aidata,Health,Health topics,-,-,-,Allergy
40010040,Aidata,Health,Health topics,-,-,-,HPV
40010043,Aidata,Health,Health topics,-,-,-,Mikoz
40010030,Aidata,Health,Health topics,-,-,-,Hair loss
40010077,Aidata,Health,Health topics,-,-,-,Acne
40010637,Aidata,Health,Health topics,-,-,-,Sleeplessness
40010915,Aidata,Health,Health topics,-,-,-,Sclerosis
90102020,Aidata,Health,Health topics,-,-,-,Men`s health
40014342,Aidata,Health,Health topics,-,-,-,Arthrosis
40015383,Aidata,Health,Health topics,-,-,-,Rejuvenation
50000053,Aidata,Health,Health topics,-,-,-,Diabetes
90102022,Aidata,Health,Health topics,-,-,-,Parent health information
40015614,Aidata,Health,Health topics,-,-,-,Mammology
40015381,Aidata,Health,Health topics,-,-,-,Gastroenterologist_info
40015379,Aidata,Health,Health topics,-,-,-,Dermatologist
40015463,Aidata,Health,Health topics,-,-,-,Heart symptoms
40014558,Aidata,Health,Health topics,-,-,-,Headache
40015380,Aidata,Health,Health topics,-,-,-,Immunologist
40010638,Aidata,Health,Health topics,-,-,-,Ophthalmology
90102021,Aidata,Health,Health topics,-,-,-,Women`s health
50000141,Aidata,Transport,Auto owners,-,-,-,Auto service
90101147,Aidata,Transport,Auto owners,-,-,-,Auto products buyers
90101146,Aidata,Transport,Auto owners,-,-,-,Auto tuning fans
70000005,Aidata,Transport,Auto owners,-,-,-,Brand auto owners
70000003,Aidata,Transport,Auto buyers and fans,-,-,-,Brand auto buyers
70000002,Aidata,Transport,Auto buyers and fans,-,-,-,Other auto buyers
70000001,Aidata,Transport,Auto buyers and fans,-,-,-,Class auto buyers
90101161,Aidata,Transport,Interested in other auto topics,-,-,-,Scooters and mopeds drivers
90101154,Aidata,Transport,Interested in other auto topics,-,-,-,Driving schools and courses
40010016,Aidata,Transport,Interested in other auto topics,-,-,-,Car rental and taxi
90101156,Aidata,Transport,Interested in other auto topics,-,-,-,Auto literature leaners
90101158,Aidata,Transport,Interested in other auto topics,-,-,-,Fans of the auto and motorsports
90101157,Aidata,Transport,Interested in other auto topics,-,-,-,Manufacturers and sellers of commercial vehicles
90101155,Aidata,Transport,Interested in other auto topics,-,-,-,Auto press readers
40014553,Aidata,Transport,Interested in other auto topics,-,-,-,Auto sellers
40515026,Adriver,Goods and services for beauty,Goods and services for beauty / Cosmetics and perfume / Cosmetics manufacturer,-,-,-,Goods and services for beauty / Cosmetics and perfume / Cosmetics manufacturer / Contacts Page
40514446,Adriver,Goods and services for beauty,Goods and services for beauty / Cosmetics and perfume / Cosmetics manufacturer,-,-,-,Goods and services for beauty / Cosmetics and perfume / Cosmetics manufacturer /Registration
40514450,Adriver,Real estate,Real estate / Residential complexes / Realty comfort class,-,-,-,Real estate / Residential complexes / Realty comfort class / View of page Mortgage and conditions
40514284,Adriver,Real estate,Real estate / Residential complexes / Realty comfort class,-,-,-,Real estate / Residential complexes / Realty comfort class / Depth of view 3+
40514276,Adriver,Real estate,Real estate / Residential complexes / Realty comfort class,-,-,-,Real estate / Residential complexes / Realty comfort class / Fill filter / Search the site
40514307,Adriver,Real estate,Real estate / Residential complexes / Realty premium and business class,-,-,-,Real estate / Residential complexes / Realty premium and business class / View of page Contacts
40514309,Adriver,Real estate,Real estate / Residential complexes / Realty premium and business class,-,-,-,Real estate / Residential complexes / Realty premium and business class / Depth of view 3+
40514385,Adriver,Real estate,Real estate / Residential complexes / Realty premium and business class,-,-,-,Real estate / Residential complexes / View card / flat plan
40514308,Adriver,Real estate,Real estate / Residential complexes / Realty premium and business class,-,-,-,Real estate / Residential complexes / Realty premium and business class / View card / flat plan
40514306,Adriver,Real estate,Real estate / Residential complexes / Realty premium and business class,-,-,-,Real estate / Residential complexes / Realty premium and business class / Fill filter / Search the site
40514458,Adriver,Real estate,Real estate / Residential complexes / Realty economy-class,-,-,-,Real estate / Residential complexes / Realty economy-class / View of page Mortgage and conditions
40514301,Adriver,Real estate,Real estate / Residential complexes / Realty economy-class,-,-,-,Real estate / Residential complexes / Realty economy-class / Depth of view 3+
40514296,Adriver,Real estate,Real estate / Residential complexes / Realty economy-class,-,-,-,Real estate / Residential complexes / Realty economy-class / Fill filter / Search the site
40514379,Adriver,Real estate,Real estate / Sale of urban real estate / Economy class,-,-,-,Real estate / Sale of urban real estate / Economy class / / Fill filter / Search the site
40514324,Adriver,Real estate,Real estate / Sale of urban real estate / Economy class,-,-,-,Real estate / Sale of urban real estate / View of page Mortgage and conditions
40514340,Adriver,Real estate,Real estate / Sale of urban real estate / Economy class,-,-,-,"""Real estate / Sale of urban real estate / Economy class / View of page """"Contacts"""""""
40514342,Adriver,Real estate,Real estate / Sale of urban real estate / Economy class,-,-,-,Real estate / Sale of urban real estate / Economy class / Depth of view 3+
40514576,Adriver,Real estate,Real estate / Sale of urban real estate / Economy class,-,-,-,Real estate / Sale of urban real estate / View card / flat plan
40514587,Adriver,Real estate,Real estate / Sale of urban real estate / Comfort class,-,-,-,Real estate / Sale of urban real estate / Depth of view 3+
40514334,Adriver,Real estate,Real estate / Sale of urban real estate / Comfort class,-,-,-,Real estate / Sale of urban real estate / Comfort class / View card / flat plan
40514335,Adriver,Real estate,Real estate / Sale of urban real estate / Comfort class,-,-,-,Real estate / Sale of urban real estate / Comfort class / Depth of view 3+
40514347,Adriver,Real estate,Real estate / Sale of urban real estate / Premium and business class,-,-,-,Real estate / Sale of urban real estate / Premium and business class / View card / flat plan
40514348,Adriver,Real estate,Real estate / Sale of urban real estate / Premium and business class,-,-,-,Real estate / Sale of urban real estate / Premium and business class / Depth of view 3+
40514986,Adriver,Medicine,Medicine / Pharma / Varicosity,-,-,-,Medicine / Pharma / Varicosity / Test (or equivalent)
40514679,Adriver,Medicine,Medicine / Pharma / Varicosity,-,-,-,Medicine / Pharma / Varicosity / Depth of view 3+
40514668,Adriver,Medicine,Medicine / Pharma / Antinicotinic,-,-,-,Medicine / Pharma / Antinicotinic / Depth of view 3+
40514650,Adriver,Medicine,Medicine / Pharma / Sedative,-,-,-,Medicine / Pharma / Sedative / Depth of view 3+
40514784,Adriver,Medicine,Medicine / Pharma / Impotence,-,-,-,Medicine / Pharma / Impotence / Take the test (or equivalent)
40514672,Adriver,Medicine,Medicine / Pharma / Impotence,-,-,-,Medicine / Pharma / Impotence / Depth of view 3+
40514800,Adriver,Medicine,Medicine / Pharma / Allergy,-,-,-,Medicine / Pharma / Allergy / Where to buy Page
40514638,Adriver,Medicine,Medicine / Pharma / Allergy,-,-,-,Medicine / Pharma / Allergy / Depth of view 3+
40514645,Adriver,Medicine,Medicine / Pharma / Eye disease,-,-,-,Medicine / Pharma / Eye disease / Depth of view 3+
40514807,Adriver,Medicine,Medicine / Pharma / Laxative,-,-,-,Medicine / Pharma / Laxative / Ask a question
40514865,Adriver,Medicine,Medicine / Pharma / Female Infections,-,-,-,Medicine / Pharma / Female Infections / Take the test (or equivalent)
40514665,Adriver,Medicine,Medicine / Pharma / Female libido,-,-,-,Medicine / Pharma / Female libido / Depth of view 3+
40514867,Adriver,Medicine,Medicine / Pharma / Intestinal infections,-,-,-,Medicine / Pharma / Intestinal infections / Page Where to buy
40514662,Adriver,Medicine,Medicine / Pharma / Intestinal infections,-,-,-,Medicine / Pharma / Intestinal infections / Depth of view 3+
40514651,Adriver,Medicine,Medicine / Pharma / Prostatitis,-,-,-,Medicine / Pharma / Prostatitis / Depth of view 3+
40514643,Adriver,Medicine,Medicine / Pharma / Vitamins,-,-,-,Medicine / Pharma / Vitamins / Depth of view 3+
40514863,Adriver,Medicine,Medicine / Pharma / Vitamins,-,-,-,Medicine / Pharma / Vitamins / Test (or equivalent)
40514291,Adriver,Medicine,Medicine / Pharma / Vitamins,-,-,-,Medicine / Pharma / Vitamins / Page Stores
40514586,Adriver,Medicine,Medicine / Pharma / Colds,-,-,-,Medicine / Pharma / Colds / Depth of view 3+
40515047,Adriver,Medicine,Medicine / Pharma / Colds,-,-,-,Medicine / Pharma / Colds / Ask a question
40514295,Adriver,Medicine,Medicine / Pharma / Colds,-,-,-,Medicine / Pharma / Colds / Take the test (or equivalent)
40514976,Adriver,Medicine,Medicine / Pharma / Colds,-,-,-,Medicine / Pharma / Colds / Contacts page
40514889,Adriver,Medicine,Medicine / Pharma / Colds,-,-,-,Medicine / Pharma / Colds / Price list
40514603,Adriver,Medicine,Medicine / Pharma / Lactation,-,-,-,Medicine / Pharma / Lactation / Depth of view 3+
40514642,Adriver,Medicine,Medicine / Pharma / Lactation,-,-,-,Medicine / Pharma / Lactation / Depth of view 3+
40514676,Adriver,Auto Sale ,Auto Sale / Asia / Medium segment,-,-,-,Auto Sale / Asia / Medium segment / Depth of view 3+
40514394,Adriver,Auto Sale ,Auto Sale / Asia / Low Segment,-,-,-,Auto Sale / Asia / Low Segment / Test-drive
40514607,Adriver,Auto Sale ,Auto Sale / Asia / Low Segment,-,-,-,Auto sale / Asia / low segment / Depth of view 3+
40514393,Adriver,Auto Sale ,Auto Sale / Asia / Low Segment,-,-,-,Auto Sale / Asia / Low Segment / Visit the dealer search page
40514389,Adriver,Auto Sale ,Auto Sale / Asia / Low Segment,-,-,-,Auto Sale / Asia / Low Segment / Configurator
40514675,Adriver,Auto Sale ,Auto Sale / Japan / Medium segment,-,-,-,Auto Sale / Japan / Medium segment / Depth of view 3+
40514372,Adriver,Auto Sale ,Auto Sale / Japan / Medium segment,-,-,-,Auto Sale / Japan / Medium segment / Visit the dealer search page
40514610,Adriver,Auto Sale ,Auto Sale / Europe / Low segment,-,-,-,Auto Sale / Europe / Low segment / Depth of view 3+
40514952,Adriver,Auto Sale ,Auto Sale / Europe / High segment,-,-,-,"Auto Sale / Europe / High segment /  Download brochure, pricelist"
40514612,Adriver,Auto Sale ,Auto Sale / Europe / High segment,-,-,-,Auto Sale / Europe / High segment / Depth of view 3+
40514998,Adriver,Auto Sale ,Auto Sale / Europe / Medium segment,-,-,-,Auto Sale / Europe / Medium segment / Brochure / Price
40514671,Adriver,Auto Sale ,Auto Sale / Europe / Medium segment,-,-,-,Auto Sale / Europe / Medium segment / Depth of view 3+
40514582,Adriver,Auto Sale ,Auto Sale / Europe / Medium segment,-,-,-,Auto Sale / Europe / Medium segment / Start configurator
40514525,Adriver,Auto Sale ,Auto Sale / SUVs / High segment,-,-,-,Auto Sale / SUVs / High segment / Depth of view 3+
40514524,Adriver,Auto Sale ,Auto Sale / SUVs / High segment,-,-,-,Auto Sale / SUVs / High segment / Depth of view 6+
40514361,Adriver,Auto Sale ,Auto Sale / SUVs / Medium segment,-,-,-,Auto Sale / SUVs / Medium segment / View of page Dealers
40514674,Adriver,Auto Sale ,Auto Sale / SUVs / Medium segment,-,-,-,Auto Sale / SUVs / Medium segment / Depth of view 3+
40514906,Adriver,Auto Sale ,Auto Sale / SUVs / Medium segment,-,-,-,Auto Sale / SUVs / Medium segment / Application for a test drive
40514928,Adriver,Auto Sale ,Auto Sale / SUVs / Low segment,-,-,-,Auto Sale / SUVs / Low segment / Start configurator
40515011,Adriver,Auto Sale ,Auto Sale / SUVs / Low segment,-,-,-,Auto Sale / SUVs / Low segment / Application for a test drive
40514528,Adriver,Auto Sale ,Auto Sale / SUVs / Low segment,-,-,-,Auto Sale / SUVs / Low segment / Depth of view 3+
40514455,Adriver,Construction and repair,Construction and repair / Supplies / Materials for external works,-,-,-,Construction and repair / Supplies / Materials for external works / Depth of view 3+
40514493,Adriver,Construction and repair,Construction and repair / Supplies / Materials for internal building works,-,-,-,Construction and repair / Supplies / Materials for internal building works / Depth of view 3+
90111009,Aidata,Food and drink,-,-,-,-,"Gourmets, cuisine fans"
30020015,Aidata,Food and drink,-,-,-,-,Restaurants
90111017,Aidata,Food and drink,-,-,-,-,Nutritional foods
20010021,Aidata,Food and drink,-,-,-,-,Cooking
30030008,Aidata,Food and drink,-,-,-,-,Food and drink online shoppers
30020012,Aidata,Family and parenting,-,-,-,-,Personal services and care
70000016,Aidata,Family and parenting,-,-,-,-,Family status
40010057,Aidata,Family and parenting,-,-,-,-,Wedding
20010018,Aidata,Family and parenting,-,-,-,-,Parenting children
40010234,Aidata,Entertainment,-,-,-,-,Celebrities
20010039,Aidata,Entertainment,-,-,-,-,Women content
20010017,Aidata,Entertainment,-,-,-,-,Music
40010293,Aidata,Entertainment,-,-,-,-,TV viewers
40010287,Aidata,Entertainment,-,-,-,-,Movies
20010002,Aidata,Entertainment,-,-,-,-,Gaming
20010040,Aidata,Entertainment,-,-,-,-,Humor
90000005,Aidata,Entertainment,-,-,-,-,"Preparing for the holiday - cards, greetings, toasts, gifts"
20010007,Aidata,Entertainment,-,-,-,-,Events
90110102,Aidata,Entertainment,-,-,-,-,Dating
70000004,Aidata,Technology and electronics,-,-,-,-,Brand electronics
90113049,Aidata,Technology and electronics,-,-,-,-,TV and video 
40010261,Aidata,Technology and electronics,-,-,-,-,Audio
30020018,Aidata,Technology and electronics,-,-,-,-,Telecommunications
90113055,Aidata,Technology and electronics,-,-,-,-,"Printers, copiers, office equipment"
40010256,Aidata,Technology and electronics,-,-,-,-,Computers
40010758,Aidata,Technology and electronics,-,-,-,-,Photo and video goods
40010762,Aidata,Technology and electronics,-,-,-,-,Household appliances
90113054,Aidata,Technology and electronics,-,-,-,-,Gaming systems
30030011,Aidata,Technology and electronics,-,-,-,-,Mobile goods
30030017,Aidata,Sports and recreation,-,-,-,-,Sporting goods
40010184,Aidata,Sports and recreation,-,-,-,-,Tennis
90109024,Aidata,Sports and recreation,-,-,-,-,Weightlifting
90109026,Aidata,Sports and recreation,-,-,-,-,Golf
40010415,Aidata,Sports and recreation,-,-,-,-,Dancing
40010410,Aidata,Sports and recreation,-,-,-,-,Runners
90109033,Aidata,Sports and recreation,-,-,-,-,Volleyball
40010411,Aidata,Sports and recreation,-,-,-,-,Youth sport subculture
90109035,Aidata,Sports and recreation,-,-,-,-,Basketball
40014933,Aidata,Sports and recreation,-,-,-,-,Sport premium
90109023,Aidata,Sports and recreation,-,-,-,-,Rugby
90109022,Aidata,Sports and recreation,-,-,-,-,Wrestling
40010182,Aidata,Sports and recreation,-,-,-,-,Boxing
90109034,Aidata,Sports and recreation,-,-,-,-,Cricket
20010005,Aidata,Sports and recreation,-,-,-,-,Diet and fitness
90109029,Aidata,Sports and recreation,-,-,-,-,Baseball
90109010,Aidata,Sports and recreation,-,-,-,-,Water sports
90109025,Aidata,Sports and recreation,-,-,-,-,Horse racing
90109028,Aidata,Sports and recreation,-,-,-,-,Cycling
90109038,Aidata,Sports and recreation,-,-,-,-,Supporters of a healthy lifestyle
40010401,Aidata,Sports and recreation,-,-,-,-,Winter sports
90109027,Aidata,Sports and recreation,-,-,-,-,Motorsports
90109030,Aidata,Sports and recreation,-,-,-,-,Bowling
40010181,Aidata,Sports and recreation,-,-,-,-,Football
90109039,Aidata,Sports and recreation,-,-,-,-,Sporting events
90109032,Aidata,Sports and recreation,-,-,-,-,Martial arts
90108001,Aidata,Beauty and fashion,-,-,-,-,Beauty care
30030006,Aidata,Beauty and fashion,-,-,-,-,Fashion
90115001,Aidata,Occupation and career,-,-,-,-,Occupation area
20010014,Aidata,Occupation and career,-,-,-,-,Seeking employment
85000108,Aidata,Socdem,-,-,-,-,Male
40014543,Aidata,Socdem,-,-,-,-,Age
85000110,Aidata,Socdem,-,-,-,-,Female
30040002,Aidata,Travel,-,-,-,-,Location (city/state/country)
90106039,Aidata,Travel,-,-,-,-,Travel services
20010013,Aidata,Home and garden,-,-,-,-,Home improvement
40010107,Aidata,Home and garden,-,-,-,-,Gardening and patio
40010612,Aidata,"Arts, culture & literature",-,-,-,-,Ballet
90116010,Aidata,"Arts, culture & literature",-,-,-,-,Poets and lovers of poetry
40010045,Aidata,"Arts, culture & literature",-,-,-,-,Fine art
90116017,Aidata,"Arts, culture & literature",-,-,-,-,Design
20010034,Aidata,"Arts, culture & literature",-,-,-,-,Literature
20010035,Aidata,"Arts, culture & literature",-,-,-,-,Photo
20010015,Aidata,"Arts, culture & literature",-,-,-,-,Theatre
90116015,Aidata,"Arts, culture & literature",-,-,-,-,Architecture
90116016,Aidata,"Arts, culture & literature",-,-,-,-,Digital art
90103145,Aidata,Finance,-,-,-,-,Other finance services
90103118,Aidata,Finance,-,-,-,-,Personal finance services
40010353,Aidata,Lifestyle,-,-,-,-,Hard tv viewers
40014581,Aidata,Lifestyle,-,-,-,-,Household income inferred
90120013,Aidata,Lifestyle,-,-,-,-,Involved in the development of personality
20010026,Aidata,Lifestyle,-,-,-,-,Political junkies
